"date","total","acc_injured","injured","died","drunk","no_license","overspeed","pedestrians","crosswalk","report","temp.0","wind_direction.0","wind_speed.0","weather_code.0","cloudiness.0","visibility.0","humidity.0","pressure.0","temp.3","wind_direction.3","wind_speed.3","weather_code.3","cloudiness.3","visibility.3","humidity.3","pressure.3","temp.6","wind_direction.6","wind_speed.6","weather_code.6","cloudiness.6","visibility.6","humidity.6","pressure.6","temp.9","wind_direction.9","wind_speed.9","weather_code.9","cloudiness.9","visibility.9","humidity.9","pressure.9","temp.12","wind_direction.12","wind_speed.12","weather_code.12","cloudiness.12","visibility.12","humidity.12","pressure.12","temp.15","wind_direction.15","wind_speed.15","weather_code.15","cloudiness.15","visibility.15","humidity.15","pressure.15","temp.18","wind_direction.18","wind_speed.18","weather_code.18","cloudiness.18","visibility.18","humidity.18","pressure.18","temp.21","wind_direction.21","wind_speed.21","weather_code.21","cloudiness.21","visibility.21","humidity.21","pressure.21"
"2012-11-18",79,0,0,0,25,19,206,476,111,"За прошедшие сутки в городе Минске зарегистрировано 79 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 25 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 206 водителей.  Привлечено к административной ответственности 476 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  111 водителей.",1.8,"S","2","CL",9,10,91,1023,1.3,"S","3","CL",9,10,92,1022,0.2,"S","3","CL",9,10,94,1022,-0.6,"SW","3","BR",9,8,94,1022,-0.9,"S","3","BR",9,2.8,96,1021,-0.9,"S","2","DZ",9,7,94,1020,-0.6,"S","3","BR",9,3,98,1020,-0.4,"S","2","BR",9,2.3,98,1020
"2012-11-19",41,0,0,0,24,19,192,397,87,"За прошедшие сутки в городе Минске зарегистрировано 41 дорожно-транспортное происшествие, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 24 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 192 водителя.  Привлечено к административной ответственности 397 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  87 водителей.",-0.2,"S","2","BR",9,3.1,98,1020,0.2,"SW","2","BR",9,4.5,96,1020,0.4,"S","1","BR",9,2.2,94,1021,0.9,"S","2","BR",9,6,92,1022,1.7,"SW","1","BR",9,7,92,1023,2.1,"SW","1","BR",9,4.8,91,1025,2.1,"","0","BR",9,7,91,1027,2,"S","1","BR",9,5,91,1028
"2012-11-20",77,3,3,1,14,20,141,491,146,"За прошедшие сутки в городе Минске зарегистрировано 77 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили травмы, 1 погиб. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 141 водитель.  Привлечен к административной ответственности 491 пешеход-нарушитель. За нарушение правил проезда пешеходных переходов привлечено к ответственности  146 водителей.",2,"E","1","BR",9,6,91,1029,1.9,"E","1","BR",9,4.6,92,1029,2.3,"SE","1","BR",9,4.2,97,1030,2.9,"S","1","BR",9,6,94,1031,3.5,"S","1","BR",9,6,94,1030,3.9,"S","1","BR",9,6,95,1030,3.9,"SE","2","FG",,0.7,100,1031,4,"S","1","BR",9,1.2,99,1031
"2012-11-21",99,4,4,0,11,27,135,514,177,"За прошедшие сутки в городе Минске зарегистрировано 99 дорожно-транспортных происшествий, 4 ДТП с пострадавшими, в которых 4 человека получили ранения. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 27 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 135 водителей. Привлечено к административной ответственности 514 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 177 водителей.",4,"SE","1","FG",,0.6,100,1031,4.1,"SE","1","FG",,0.3,100,1031,4,"SE","2","FG",,0.4,100,1032,4,"SE","2","BR",9,2.9,99,1033,4.5,"SE","2","BR",9,6,92,1033,4.5,"SE","1","CL",9,10,90,1032,3.9,"SE","2","CL",9,10,90,1032,3.8,"SE","2","CL",9,10,87,1032
"2012-11-22",125,1,1,0,18,33,123,416,155,"За прошедшие сутки в городе Минске зарегистрировано 125 дорожно-транспортных происшествий, 1 ДТП с пострадавшими, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 18 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 33 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 123 водителя. Привлечено к административной ответственности 416 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 155 водителей.",3.5,"SE","2","BR",9,9,90,1032,3.4,"SE","2","BR",9,9,90,1031,3.3,"S","3","CL",9,10,91,1031,3.4,"SE","3","CL",9,10,85,1031,3.8,"S","3","RA",9,10,85,1030,3.9,"S","3","CL",9,10,88,1030,4.4,"S","2","RA",9,10,86,1030,4.6,"S","2","CL",9,10,84,1030
"2012-11-23",95,7,7,0,12,21,166,472,125,"За прошедшие сутки в городе Минске зарегистрировано 95 дорожно-транспортных происшествий, 7 ДТП с пострадавшими, в которых 7 человек получили ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 21 водитель не имел права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 166 водителей. Привлечено к административной ответственности 472 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 125 водителей.",4.4,"S","2","CL",9,10,80,1029,2.3,"S","2","CL",9,10,89,1029,-0.2,"SE","2","BR",9,7,96,1029,0.2,"S","2","BR",9,8,92,1030,1.5,"SE","2","BR",9,8,88,1029,2,"SE","2","BR",9,8,89,1028,1.9,"S","1","CL",9,10,89,1028,1.8,"S","1","CL",9,10,85,1028
"2012-11-24",112,8,8,0,11,17,153,532,154,"За прошедшие сутки в городе Минске зарегистрировано 112 дорожно-транспортных происшествий, 8 ДТП с пострадавшими, в которых 8 человек получили ранения. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 153 водителя. Привлечено к административной ответственности 532 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 154 водителя.",1.3,"SW","1","CL",9,10,85,1028,0.7,"S","1","CL",9,10,88,1027,0.5,"S","1","CL",9,10,83,1027,0.4,"S","2","CL",9,10,84,1027,0.5,"S","2","CL",9,10,80,1026,0.4,"SE","1","CL",9,10,82,1025,0.2,"S","2","CL",9,10,86,1025,-0.5,"S","2","SN",9,2.2,94,1024
"2012-11-25",62,4,4,0,23,20,147,367,134,"За прошедшие сутки в городе Минске зарегистрировано 62 дорожно-транспортных происшествия, 4 ДТП с пострадавшими, в которых 4 человека получили ранения. За прошедшие сутки в городе Минске задержано 23 водителя, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 20 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 147 водителей. Привлечено к административной ответственности 367 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 134 водителя.",-0.7,"S","3","SN",9,1.8,97,1023,-0.8,"S","2","SN",9,3.2,96,1022,-0.7,"S","2","FZ",,0.6,100,1022,-0.2,"SW","1","SN",,0.4,100,1021,0.6,"SW","1","FG",,0.4,100,1020,1.4,"SW","1","FG",,0.6,100,1020,2,"SW","1","DZ",9,1.8,94,1019,2.1,"S","1","BR",9,6,93,1019
"2012-11-26",71,2,2,1,26,19,101,386,105,"За прошедшие сутки в городе Минске зарегистрировано 71 дорожно-транспортное происшествие, 2 ДТП с пострадавшими, в которых 1 человек погиб и 2 получили ранения. За прошедшие сутки в городе Минске задержано 26 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 19 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечен к ответственности 101 водитель. Привлечено к административной ответственности 386 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 105 водителей.",1.1,"SW","3","BR",9,4.2,96,1017,0.9,"SE","1","FG",,0.4,100,1016,1,"SE","1","RA",9,3.8,96,1014,1.7,"SE","1","DZ",9,3.2,94,1014,2.8,"S","1","FG",,0.3,100,1014,4.7,"W","1","BR",9,6,97,1014,5.1,"W","1","BR",9,7,92,1015,4.6,"SW","1","BR",9,7,87,1015
"2012-11-27",124,1,1,1,11,15,116,328,141,"За прошедшие сутки в городе Минске зарегистрировано 124 дорожно-транспортных происшествия, 1 ДТП с пострадавшими, в котором 1 человек погиб и 1 получил травмы. За прошедшие сутки в городе Минске задержано 11 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 15 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 116 водителей. Привлечено к административной ответственности 328 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечен к ответственности 141 водитель.",3.4,"SW","1","BR",9,4.6,95,1015,2.1,"S","1","FG",,0.1,100,1015,1,"S","1","FG",,0.1,100,1015,1.5,"S","1","FG",,0.4,100,1016,2,"SE","2","BR",9,1.8,98,1014,2.7,"SE","2","RA",9,3.8,98,1013,3.2,"S","2","RA",9,4.2,94,1012,3.1,"S","2","FG",,0.6,100,1011
"2012-11-28",139,6,6,0,12,16,130,319,134,"За прошедшие сутки в городе Минске зарегистрировано 139 дорожно-транспортных происшествий, 6 ДТП с пострадавшими, в которых 6 человек получили ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 130 водителей.  Привлечено к административной ответственности 319 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  134 водителя.",3.5,"SE","2","RA",,0.3,100,1010,3.7,"SW","2","RA",9,6,95,1009,3.5,"S","2","RA",9,10,97,1008,3.5,"SW","1","FG",,0.8,100,1008,4.1,"S","1","BR",9,2.3,99,1007,4.2,"SW","1","RA",9,2.3,99,1007,4.3,"S","1","FG",,0.3,100,1006,4.4,"SE","1","FG",,0.2,100,1005
"2012-11-29",149,3,3,0,12,31,99,323,133,"За прошедшие сутки в городе Минске зарегистрировано 149 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили ранения. За прошедшие сутки в городе Минске задержано 12 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 31 водитель не имел права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 99 водителей. Привлечено к административной ответственности 323 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 133 водителя.",4.6,"SE","1","FG",,0.2,100,1003,4.2,"S","2","FG",,0.9,100,1001,4.1,"S","2","BR",9,3.5,97,1000,4.8,"S","3","BR",9,6,93,1000,6.1,"S","3","CL",9,10,88,997,5.7,"S","3","CL",9,10,89,996,4.5,"SE","3","RA",9,10,95,996,4,"S","3","BR",9,7,97,995
"2012-11-30",124,3,2,1,8,24,95,392,144,"За прошедшие сутки в городе Минске зарегистрировано 124 дорожно-транспортных происшествия, 3 ДТП с пострадавшими, в которых 1 человек погиб, 2 получили ранения. За прошедшие сутки в городе Минске задержано 8 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 24 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 95 водителей. Привлечено к административной ответственности 392 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 144 водителя.",4.4,"S","2","RA",9,6,97,994,4.1,"S","2","RA",9,6,97,993,4.5,"SW","2","FG",,0.8,100,992,5.4,"SW","2","FG",,0.6,100,994,6.2,"S","2","RA",9,3.2,94,995,4.2,"S","3","CL",9,10,78,998,3.4,"W","2","CL",9,10,85,1001,2,"W","1","CL",3,10,87,1004
"2012-12-01",150,3,3,0,14,33,76,335,135,"За прошедшие сутки в городе Минске зарегистрировано 150 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили ранения. За прошедшие сутки в городе Минске задержано 14 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 33 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 76 водителей. Привлечено к административной ответственности 335 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 135 водителей.",0.7,"SW","1","CL",9,10,83,1007,1.3,"SW","1","CL",7,10,88,1008,1.5,"SW","1","CL",9,10,85,1009,1.8,"SW","2","CL",9,10,83,1010,2.1,"W","2","HL",9,10,83,1011,0.9,"W","1","CL",6,10,73,1012,0.5,"W","1","CL",9,10,73,1014,-0.5,"W","1","CL",7,10,77,1016
"2012-12-02",81,0,0,0,16,22,156,189,53,"За прошедшие сутки в городе Минске зарегистрировано 81 дорожно-транспортное происшествие, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 16 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 156 водителей. Привлечено к административной ответственности 189 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 53 водителя.",-0.7,"W","1","CL",9,10,79,1016,-1.8,"W","1","CL",7,10,89,1017,-2.6,"","0","CL",7,10,91,1018,-2,"","0","CL",9,10,89,1019,-1.7,"SW","1","CL",7,10,86,1019,-2.8,"S","1","CL",7,8,91,1019,-3.8,"SE","1","BR",9,4.8,96,1018,-3,"SE","2","BR",9,6,95,1017
"2012-12-03",57,1,1,0,15,16,222,159,37,"За прошедшие сутки в городе Минске зарегистрировано 57 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 15 водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 16 водителей не имели права управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 222 водителя. Привлечено к административной ответственности 159 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 37 водителей.",-2.2,"SE","2","CL",7,10,85,1015,-2,"SE","2","CL",9,10,83,1014,-2.2,"SE","2","CL",9,10,87,1012,-2,"E","1","CL",9,10,81,1010,-2.6,"NE","1","CL",9,10,82,1007,-3,"NE","3","CL",9,10,83,1005,-3.1,"NE","2","CL",9,10,86,1003,-2.7,"NW","2","CL",9,10,84,1001
"2012-12-04",77,1,1,0,20,17,143,186,144,"За прошедшие сутки в городе Минске зарегистрировано 77 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 20 водителей, управлявших транспортным средством, находясь в состоянии алкогольного опьянения, 17 водителей не имели права на управление транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 143 водителя.  Привлечено к административной ответственности 186 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  144 водителя.",-2.6,"N","3","CL",9,10,78,999,-2.8,"NW","3","CL",9,10,77,999,-1.8,"NW","3","SN",9,10,84,999,-1.7,"W","1","CL",7,10,77,1002,-1.7,"W","1","CL",3,10,71,1001,-2.2,"NW","1","CL",9,10,72,1002,-2.7,"","0","CL",9,10,76,1002,-4.3,"SW","1","CL",9,10,87,1004
"2012-12-05",111,3,3,0,7,22,127,202,143,"За прошедшие сутки в городе Минске зарегистрировано 111 дорожно-транспортных происшествий, 3 ДТП с пострадавшими, в которых 3 человека получили ранения. За прошедшие сутки в городе Минске задержано 7  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 22 водителя не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 127 водителей.  Привлечено к административной ответственности 202 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности  143 водителя.",-4.2,"S","2","CL",9,10,82,1003,-4.6,"SE","3","CL",9,10,86,1003,-4.3,"SE","3","CL",9,10,84,1002,-3.5,"S","3","SN",9,4.2,87,1003,-3.1,"SE","3","SN",9,4.2,90,1002,-3.2,"SE","3","SN",9,4.8,90,1003,-3.3,"S","3","SN",9,4.8,92,1003,-3.1,"SE","3","SN",9,4.8,90,1003
"2012-12-06",232,4,5,0,9,17,69,187,85,"За прошедшие сутки в городе Минске зарегистрировано 232 дорожно-транспортных происшествия, 4 ДТП с пострадавшими, в которых 5 человек получили ранения. За прошедшие сутки в городе Минске задержано 9  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 69 водителей.  Привлечено к административной ответственности 187 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  85 водителей.",-3,"SE","2","BR",9,6,91,1004,-2.5,"S","2","BR",9,6,91,1004,-2.2,"SE","1","BR",9,6,94,1006,-1.6,"","0","BR",9,4.2,94,1007,-1.1,"NW","1","BR",9,6,84,1008,-1.3,"NE","1","BR",9,8,84,1008,-1.7,"NW","1","SN",9,3.2,92,1008,-2.1,"NW","2","SN",9,1.6,94,1007
"2012-12-07",110,1,2,0,13,32,76,219,137,"За прошедшие сутки в городе Минске зарегистрировано 110 дорожно-транспортных происшествий, 1 ДТП с пострадавшими, в котором 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 13  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 32 водителя не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 76 водителей.  Привлечено к административной ответственности 219 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  137 водителей.",-2.2,"NW","1","SN",9,3,96,1006,-2.6,"NW","1","SN",9,2.2,98,1006,-2.5,"NW","1","SN",9,1.2,96,1006,-2.4,"NW","1","SN",9,8,91,1007,-2.7,"W","1","CL",9,10,87,1009,-2.8,"NW","1","CL",9,10,82,1010,-3.1,"W","1","CL",9,10,79,1012,-3.6,"W","2","CL",9,10,80,1014
"2012-12-08",141,8,8,0,6,10,48,195,118,"За прошедшие сутки в городе Минске зарегистрировано 141 дорожно-транспортное происшествие, 8 ДТП с пострадавшими, в которых 8 человек получили ранения. За прошедшие сутки в городе Минске задержано 6  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 10 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 48 водителей.  Привлечено к административной ответственности 195 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  118 водителей.",-3.7,"SW","1","BR",9,9,85,1015,-4.2,"SW","2","BR",9,7,91,1016,-4.5,"SW","1","SN",9,7,89,1017,-4.5,"SW","1","SN",9,4.2,89,1018,-4.6,"","0","SN",9,4.8,86,1019,-5.1,"SW","1","SN",9,10,83,1021,-5.2,"S","1","SN",9,6,88,1021,-5.9,"SW","1","BR",7,6,89,1023
"2012-12-09",80,6,7,0,16,15,95,180,100,"За прошедшие сутки в городе Минске зарегистрировано 80 дорожно-транспортных происшествий, 6 ДТП с пострадавшими, в которых 7 человек получили ранения. За прошедшие сутки в городе Минске задержано 16  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 15 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 95 водителей.  Привлечено к административной ответственности 180 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  100 водителей.",-7.7,"","0","BR",7,6,93,1024,-6.6,"","0","SN",9,6,91,1025,-6.8,"SE","2","SN",9,5,91,1026,-6,"S","2","SN",9,10,76,1027,-5.6,"SE","1","CL",9,10,82,1025,-5.8,"SE","2","CL",9,10,87,1024,-6.1,"SE","2","SN",9,4.4,89,1023,-6.3,"E","2","SN",9,3.8,86,1021
"2012-12-10",61,1,2,0,17,12,115,177,85,"За прошедшие сутки в городе Минске зарегистрировано 61 дорожно-транспортное происшествие, 1 ДТП с пострадавшими, в котором 2 человека получили ранения. За прошедшие сутки в городе Минске задержано 17  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 12 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 115 водителей.  Привлечено к административной ответственности 177 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности  85 водителей.",-6.6,"SE","2","SN",9,4.8,83,1019,-6.9,"SE","2","SN",9,1.8,88,1017,-6.5,"SE","2","SN",9,1.8,88,1016,-5.4,"E","3","SN",9,1.4,87,1015,-4.8,"E","2","SN",9,4.8,88,1014,-4.8,"NE","2","SN",9,3.2,91,1013,-4.2,"E","2","SN",9,4.8,91,1012,-3.9,"E","2","SN",9,1.8,94,1011
"2012-12-11",147,1,1,0,8,14,7,119,61,"За прошедшие сутки в городе Минске зарегистрировано 147 дорожно-транспортных происшествий, 1 ДТП с пострадавшим, в котором 1 человек получили ранения. За прошедшие сутки в городе Минске задержано 8  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 14 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 7 водителей.  Привлечено к административной ответственности 119 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечен к ответственности 61 водитель.",-2.9,"E","2","SN",9,1.7,95,1010,-0.8,"SE","2","SN",9,4.8,97,1010,-1,"S","2","SN",9,3.6,95,1011,-2,"SW","1","SN",9,7,94,1013,-2.2,"SW","1","SN",9,9,89,1015,-3,"SW","1","BR",9,7,91,1016,-3.3,"","0","BR",9,6,90,1017,-3.7,"NW","1","BR",9,6,92,1018
"2012-12-12",147,0,0,0,6,17,34,124,91,"За прошедшие сутки в городе Минске зарегистрировано 147 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 6  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 34 водителя.  Привлечено к административной ответственности 124 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечен к ответственности 91 водитель.",-3.2,"NW","1","SN",9,4.2,95,1017,-2.5,"","0","SN",9,1.2,98,1016,-2,"SE","2","SN",9,1.8,96,1017,-2.5,"SE","2","SN",9,6,96,1018,-2.9,"E","2","SN",9,7,89,1018,-3.8,"E","2","SN",9,7,89,1017,-5,"NE","2","SN",9,3.3,85,1016,-5.9,"NE","2","SN",9,1.4,89,1014
"2012-12-13",153,1,1,0,10,18,25,114,104,"За прошедшие сутки в городе Минске зарегистрировано 153 дорожно-транспортных происшествия, 1 ДТП с пострадавшим, в котором 1 человек получил ранения. За прошедшие сутки в городе Минске задержано 10  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 25 водителей.  Привлечено к административной ответственности 114 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 104 водителя.",-6.4,"E","2","SN",9,1.1,91,1013,-7.1,"E","1","SN",9,6,88,1013,-7.3,"NE","1","SN",9,4.8,88,1013,-7.2,"","0","SN",9,4.6,85,1015,-5.5,"SW","1","SN",7,8,77,1016,-7.2,"SW","1","CL",7,10,88,1019,-6.7,"S","2","BR",9,7,91,1021,-6.6,"SE","1","BR",9,7,91,1024
"2012-12-14",151,5,4,1,6,10,35,85,94,"За прошедшие сутки в городе Минске зарегистрировано 151 дорожно-транспортное происшествие, 5 ДТП с пострадавшими, в которых 4 человека получили ранения, 1 человек погиб. За прошедшие сутки в городе Минске задержано 6  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 10 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 35 водителей.  Привлечено к административной ответственности 85 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 94 водителя.",-5.5,"SE","1","BR",9,6,90,1026,-5.2,"S","1","BR",9,6,90,1028,-5.2,"S","1","BR",9,6,88,1029,-5,"SE","2","SN",9,7,91,1031,-4.8,"SE","2","SN",9,6,91,1031,-4.7,"SE","2","SN",9,6,91,1032,-4.8,"S","3","BR",9,8,86,1032,-5.4,"SE","3","CL",7,10,85,1032
"2012-12-15",176,8,8,0,13,17,39,105,92,"За прошедшие сутки в городе Минске зарегистрировано 176 дорожно-транспортных происшествий, 8 ДТП с пострадавшими, в которых 8 человек получили ранения. За прошедшие сутки в городе Минске задержано 13  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 17 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 39 водителей.  Привлечено к административной ответственности 105 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 92 водителя.",-5.2,"SE","4","CL",7,10,83,1032,-6.6,"SE","3","CL",9,10,88,1032,-8,"SE","4","CL",9,10,90,1032,-8,"SE","5","SN",9,6,87,1032,-7.7,"SE","5","SN",9,7,81,1031,-7.8,"SE","5","BL",9,10,84,1030,-9.2,"SE","5","BL",9,10,85,1030,-9.2,"SE","4","BL",9,10,85,1029
"2012-12-16",111,0,0,0,17,18,37,80,60,"За прошедшие сутки в городе Минске зарегистрировано 111 дорожно-транспортных происшествий, ДТП с пострадавшими не зарегистрировано. За прошедшие сутки в городе Минске задержано 17  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 18 водителей не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 37 водителей.  Привлечено к административной ответственности 80 пешеходов-нарушителей. За нарушение правил проезда пешеходных переходов привлечено к ответственности 60 водителей.",-9,"SE","5","BL",9,10,85,1027,-10.4,"SE","5","SN",9,4.8,85,1027,-9.5,"SE","6","SN",9,0.7,84,1026,-8.6,"SE","6","SN",9,0.7,89,1026,-8.3,"SE","6","SN",9,2.4,83,1027,-9.1,"SE","4","SN",9,3.4,85,1027,-10.4,"SE","5","SN",9,3.4,80,1027,-11.5,"SE","4","SN",9,4.2,80,1028
"2012-12-17",141,3,3,1,17,4,8,72,19,"За прошедшие сутки в городе Минске зарегистрировано 141 дорожно-транспортное происшествие, 3 ДТП с пострадавшими, в которых 1 человек погиб и 3 получили ранения. За прошедшие сутки в городе Минске задержано 17  водителей, управлявших транспортными средствами, находясь в состоянии алкогольного опьянения, 4 водителя не имели права на управления транспортными средствами. За превышение скоростных режимов движения привлечено к ответственности 8 водителей.  Привлечено к административной ответственности 72 пешехода-нарушителя. За нарушение правил проезда пешеходных переходов привлечено к ответственности 19 водителей.",-12.6,"SE","4","SN",9,4.2,80,1028,-13.9,"SE","4","SN",9,6,80,1028,-14.4,"SE","5","SN",9,3.3,80,1028,-13.7,"SE","5","CL",9,10,75,1028,-12.2,"SE","4","CL",9,10,80,1027,-12.9,"SE","4","SN",9,6,80,1028,-13.2,"SE","3","CL",7,10,70,1028,-13.6,"SE","3","CL",7,10,70,1027
